NAME,STATEFP,INTPTLAT,INTPTLON
Mills,19,+41.0337028,-095.6191010
Milwaukee,55,+42.9126431,-087.8623115
Miner,46,+44.0215411,-097.6081220
Mineral,32,+38.5166470,-118.4162794
Mineral,54,+39.4047806,-078.9566899
Mineral,08,+37.5490672,-107.0032360
Mineral,30,+47.1296868,-115.0853849
Mingo,54,+37.7211608,-082.1589891
Minidoka,16,+42.8572114,-113.6398404
Minnehaha,46,+43.6674723,-096.7957261
Missaukee,26,+44.3254240,-085.0854708
Mississippi,05,+35.7669437,-090.0522072
Mississippi,29,+36.8262640,-089.2959286
Missoula,30,+47.0272632,-113.8926911
Mitchell,20,+39.3930256,-098.2073621
Mitchell,19,+43.3485643,-092.7844663
Mitchell,48,+32.3041168,-100.9243924
Mitchell,37,+36.0131020,-082.1635541
Mitchell,13,+31.2289970,-084.1920380
Mobile,01,+30.6845725,-088.1965682
Moca,72,+18.3776374,-067.0795736
Modoc,06,+41.5929185,-120.7183704
Moffat,08,+40.6108644,-108.2171545
Mohave,04,+35.7177050,-113.7496891
Moniteau,29,+38.6330371,-092.5836417
Monmouth,34,+40.2870481,-074.1524456
Mono,06,+37.9158363,-118.8751668
Monona,19,+42.0494317,-095.9565661
Monongalia,54,+39.6336448,-080.0590736
Monroe,47,+35.4478181,-084.2497050
Monroe,39,+39.7262526,-081.0909834
Monroe,01,+31.5803531,-087.3833416
Monroe,21,+36.7140770,-085.7135080
Monroe,05,+34.6795117,-091.2033099
Monroe,28,+33.8900295,-088.4850379
Monroe,42,+41.0562401,-075.3290651
Monroe,12,+25.5861198,-081.0226025
Monroe,54,+37.5540622,-080.5503295
Monroe,55,+43.9451751,-090.6199687
Monroe,36,+43.2503466,-077.7005177
Monroe,17,+38.2779831,-090.1790777
Monroe,26,+41.9160970,-083.4871059
Monroe,19,+41.0288473,-092.8696415
Monroe,18,+39.1607286,-086.5233100
Monroe,13,+33.0187844,-083.9218370
Monroe,29,+39.4982695,-092.0064582
Montague,48,+33.6783558,-097.7250138
Montcalm,26,+43.3127822,-085.1494679
Monterey,06,+36.2401044,-121.3155781
Montezuma,08,+37.3380247,-108.5957864
Montgomery,51,+37.1755376,-080.3877942
Montgomery,17,+39.2280681,-089.4781406
Montgomery,28,+33.5007144,-089.6396251
Montgomery,18,+40.0402962,-086.8927145
Montgomery,29,+38.9351835,-091.4654270
Montgomery,24,+39.1373815,-077.2030633
Montgomery,47,+36.5003535,-087.3808865
Montgomery,19,+41.0217348,-095.1577896
Montgomery,36,+42.9008912,-074.4353575
Montgomery,05,+34.5456557,-093.6641530
Montgomery,42,+40.2099992,-075.3702011
Montgomery,39,+39.7537357,-084.2905915
Montgomery,13,+32.1721081,-082.5333487
Montgomery,21,+38.0381086,-083.9124157
Montgomery,20,+37.1895369,-095.7424028
Montgomery,01,+32.2028812,-086.2044615
Montgomery,37,+35.3275482,-079.9107517
Montgomery,48,+30.2988009,-095.5029500
Montmorency,26,+45.0241337,-084.1301067
Montour,42,+41.0292837,-076.6652253
Montrose,08,+38.4075069,-108.2662815
Moody,46,+44.0124293,-096.6760536
Moore,47,+35.2888885,-086.3586840
Moore,37,+35.3082734,-079.4927233
Moore,48,+35.8356759,-101.8905018
Mora,35,+35.9828413,-104.9218975
Morehouse,22,+32.8200082,-091.8003988
Morgan,39,+39.6249458,-081.8616967
Morgan,47,+36.1386970,-084.6392616
Morgan,21,+37.9229402,-083.2589444
Morgan,49,+41.0910273,-111.5778846
Morgan,08,+40.2631590,-103.8122102
Morgan,13,+33.5986957,-083.4994346
Morgan,18,+39.4826458,-086.4474573
Morgan,17,+39.7176572,-090.2049929
Morgan,29,+38.4208062,-092.8748346
Morgan,01,+34.4544844,-086.8464021
Morgan,54,+39.5573454,-078.2565175
Morovis,72,+18.3180168,-066.4203920
Morrill,31,+41.7322039,-102.9905936
Morris,20,+38.6882040,-096.6514482
Morris,34,+40.8588961,-074.5472917
Morris,48,+33.1164660,-094.7312653
Morrison,27,+46.0204839,-094.2666194
Morrow,41,+45.4254956,-119.6023111
Morrow,39,+40.5252659,-082.7977288
Morton,20,+37.1852495,-101.8095163
Morton,38,+46.7100285,-101.3100413
Motley,48,+34.0578993,-100.7931519
Moultrie,17,+39.6368956,-088.6257259
Mountrail,38,+48.2100726,-102.3648952
Mower,27,+43.6662486,-092.7595136
Muhlenberg,21,+37.2138159,-087.1340919
Multnomah,41,+45.5477107,-122.4173625
Murray,27,+44.0155943,-095.7615809
Murray,13,+34.7970974,-084.7379899
Murray,40,+34.4857664,-097.0715567
Muscatine,19,+41.4837760,-091.1186992
Muscogee,13,+32.5101970,-084.8749460
Muskegon,26,+43.4287388,-086.4209083
Muskingum,39,+39.9660457,-081.9435064
Muskogee,40,+35.6175506,-095.3839106
Musselshell,30,+46.5052807,-108.4397631
Nacogdoches,48,+31.6205598,-094.6202497
Naguabo,72,+18.2110697,-065.7357490
Nance,31,+41.4023855,-097.9914083
Nantucket,25,+41.2933918,-070.1021635
Napa,06,+38.5070999,-122.3259045
Naranjito,72,+18.2899204,-066.2534399
Nash,37,+35.9659447,-077.9875546
Nassau,36,+40.7296118,-073.5894144
Nassau,12,+30.6059629,-081.7650867
Natchitoches,22,+31.7325086,-093.0825461
Natrona,56,+42.9776447,-106.7682192
Naugatuck Valley,09,+41.5189311,-073.0879059
Navajo,04,+35.3907852,-110.3210248
Navarro,48,+32.0484480,-096.4769087
Nelson,38,+47.9186666,-098.2044278
Nelson,51,+37.7890795,-078.8834397
Nelson,21,+37.8031198,-085.4659312
Nemaha,31,+40.3873891,-095.8527214
Nemaha,20,+39.7910427,-096.0053805
Neosho,20,+37.5642832,-095.3156822
Neshoba,28,+32.7525180,-089.1192743
Ness,20,+38.4804369,-099.9087452
Nevada,06,+39.2975082,-120.7713429
Nevada,05,+33.6666991,-093.3050716
New Castle,10,+39.5759152,-075.6441324
New Hanover,37,+34.1834455,-077.8642043
New Kent,51,+37.5101601,-076.9993305
New Madrid,29,+36.5942608,-089.6559485
New York,36,+40.7766419,-073.9701871
Newaygo,26,+43.5627117,-085.7913723
Newberry,45,+34.2898805,-081.5996761
Newport,44,+41.5010449,-071.2830626
Newport News,51,+37.0761357,-076.5219802
Newton,18,+40.9623985,-087.4021716
Newton,29,+36.9083713,-094.3350340
Newton,28,+32.4019702,-089.1184115
Newton,05,+35.9107423,-093.2158984
Newton,13,+33.5527507,-083.8513597
Newton,48,+30.7867182,-093.7392500
Nez Perce,16,+46.3337914,-116.7609091
Niagara,36,+43.2726719,-078.8129431
Nicholas,54,+38.2914318,-080.7975148
Nicholas,21,+38.3380310,-084.0262231
Nicollet,27,+44.3588204,-094.2456844
Niobrara,56,+43.0621590,-104.4683727
Noble,40,+36.3849010,-097.2363345
Noble,18,+41.4046794,-085.4172708
Noble,39,+39.7672317,-081.4524930
Nobles,27,+43.6776863,-095.7631323
Nodaway,29,+40.3611359,-094.8831457
Nolan,48,+32.3123379,-100.4181078
Nome,02,+64.7836858,-164.1889119
Norfolk,51,+36.9230149,-076.2446413
Norfolk,25,+42.1717377,-071.1811102
Norman,27,+47.3294529,-096.4637757
North Slope,02,+69.4493427,-153.4728302
Northampton,37,+36.4217739,-077.3983518
Northampton,42,+40.7527913,-075.3074468
Northampton,51,+37.3027754,-075.9240177
Northeastern Connecticut,09,+41.8423749,-071.9726550
Northern Islands,69,+18.1163650,+145.7667015
Northumberland,51,+37.8569736,-076.3796872
Northumberland,42,+40.8515244,-076.7098770
Northwest Arctic,02,+67.0050655,-160.0210864
Northwest Hills,09,+41.8548092,-073.2214944
Norton,51,+36.9315489,-082.6259960
Norton,20,+39.7838666,-099.8992352
Nottoway,51,+37.1411668,-078.0538655
Nowata,40,+36.7896148,-095.6133123
Noxubee,28,+33.1066060,-088.5661522
Nuckolls,31,+40.1764918,-098.0468422
Nueces,48,+27.7400315,-097.5162143
Nye,32,+37.9658636,-116.4590107
O'Brien,19,+43.0837455,-095.6256244
Oakland,26,+42.6604518,-083.3842103
Obion,47,+36.3618921,-089.1480777
Ocean,34,+39.8656690,-074.2588636
Oceana,26,+43.6039542,-086.4671770
Ochiltree,48,+36.2787442,-100.8158636
Oconee,45,+34.7487656,-083.0615395
Oconee,13,+33.8341247,-083.4377284
Oconto,55,+44.9965754,-088.2065162
Ogemaw,26,+44.3332801,-084.1280728
Oglala Lakota,46,+43.3333930,-102.5614857
Ogle,17,+42.0418840,-089.3201764
Oglethorpe,13,+33.8668062,-083.0740805
Ohio,18,+38.9405270,-084.9642994
Ohio,21,+37.4778588,-086.8448710
Ohio,54,+40.1003230,-080.6199004
Okaloosa,12,+30.6143245,-086.5910804
Okanogan,53,+48.5484533,-119.7422347
Okeechobee,12,+27.3855924,-080.8873884
Okfuskee,40,+35.4668040,-096.3277619
Oklahoma,40,+35.5546109,-097.4094007
Okmulgee,40,+35.6435003,-095.9659468
Oktibbeha,28,+33.4223134,-088.8761514
Oldham,48,+35.4019206,-102.5976203
Oldham,21,+38.4001274,-085.4561499
Oliver,38,+47.1180789,-101.3314198
Olmsted,27,+43.9995004,-092.4100961
Oneida,55,+45.7161762,-089.5345333
Oneida,16,+42.1838954,-112.5204486
Oneida,36,+43.2427273,-075.4342824
Onondaga,36,+43.0065163,-076.1961336
Onslow,37,+34.7631087,-077.4994691
Ontario,36,+42.8563575,-077.3034967
Ontonagon,26,+46.8353252,-089.2769121
Orange,48,+30.1223229,-093.8940999
Orange,18,+38.5473812,-086.4892570
Orange,12,+28.5143906,-081.3232839
Orange,50,+44.0033729,-072.3695786
Orange,51,+38.2493265,-078.0110923
Orange,37,+36.0625255,-079.1200330
Orange,06,+33.6756872,-117.7772068
Orange,36,+41.4024096,-074.3062522
Orangeburg,45,+33.4361350,-080.8029131
Oregon,29,+36.6853104,-091.4018272
Orleans,36,+43.3399059,-078.2070281
Orleans,22,+30.0534195,-089.9345018
Orleans,50,+44.8284417,-072.2516300
Orocovis,72,+18.2187334,-066.4368987
Osage,20,+38.6502149,-095.7082554
Osage,29,+38.4642535,-091.8595036
Osage,40,+36.6242995,-096.4081120
Osborne,20,+39.3482608,-098.7679416
Osceola,19,+43.3785421,-095.6337878
Osceola,12,+28.0590267,-081.1393116
Osceola,26,+43.9975523,-085.3222825
Oscoda,26,+44.6872574,-084.1269054
Oswego,36,+43.4614431,-076.2092618
Otero,35,+32.6155988,-105.7513079
Otero,08,+37.8841698,-103.7212597
Otoe,31,+40.6379916,-096.1310274
Otsego,36,+42.6297762,-075.0288410
Otsego,26,+45.0217871,-084.5766031
Ottawa,40,+36.8357635,-094.8026814
Ottawa,26,+43.0549690,-086.2193493
Ottawa,39,+41.5454953,-083.0126127
Ottawa,20,+39.1379632,-097.6548025
Otter Tail,27,+46.4057273,-095.7145815
Ouachita,05,+33.5911684,-092.8784131
Ouachita,22,+32.4809320,-092.1515814
Ouray,08,+38.1547313,-107.7884802
Outagamie,55,+44.4182258,-088.4649883
Overton,47,+36.3448504,-085.2830756
Owen,18,+39.3173394,-086.8388453
Owen,21,+38.4993945,-084.8415902
Owsley,21,+37.4236223,-083.6916370
Owyhee,16,+42.5728508,-116.1896903
Oxford,23,+44.4944998,-070.7344211
Ozark,29,+36.6495904,-092.4585492
Ozaukee,55,+43.5018069,-087.8475515
Pacific,53,+46.5565866,-123.7824193
Page,19,+40.7390972,-095.1443014
Page,51,+38.6232085,-078.4918718
Palm Beach,12,+26.6491257,-080.4483542
Palo Alto,19,+43.0753374,-094.6690546
Palo Pinto,48,+32.7522042,-098.3179673
Pamlico,37,+35.1475747,-076.6652684
Panola,28,+34.3652052,-089.9630654
Panola,48,+32.1639784,-094.3051563
Park,08,+39.1189141,-105.7176479
Park,30,+45.4630812,-110.5349297
Park,56,+44.4923865,-109.5935975
Parke,18,+39.7742496,-087.1969502
Parker,48,+32.7770964,-097.8059049
Parmer,48,+34.5321628,-102.7848533
Pasco,12,+28.3098227,-082.5110062
Pasquotank,37,+36.2651986,-076.2606907
Passaic,34,+41.0366554,-074.2994078
Patillas,72,+18.0003111,-065.9866425
Patrick,51,+36.6671385,-080.2864130
Paulding,39,+41.1189483,-084.5821249
Paulding,13,+33.9210299,-084.8671693
Pawnee,20,+38.1814768,-099.2347717
Pawnee,31,+40.1377971,-096.2452136
Pawnee,40,+36.3137038,-096.6966693
Payette,16,+44.0024300,-116.7502379
Payne,40,+36.0792253,-096.9752553
Peach,13,+32.5713241,-083.8319779
Pearl River,28,+30.7747929,-089.5869043
Pecos,48,+30.7732980,-102.7181533
Pembina,38,+48.7668959,-097.5454045
Pemiscot,29,+36.2099162,-089.7859419
Pend Oreille,53,+48.5438247,-117.2321913
Pender,37,+34.5125561,-077.8881063
Pendleton,54,+38.6744501,-079.3406175
Pendleton,21,+38.6962841,-084.3519435
Pennington,27,+48.0692470,-096.0377254
Pennington,46,+44.0023492,-102.8238015
Penobscot,23,+45.4092843,-068.6666160
Peoria,17,+40.7859722,-089.7669933
Pepin,55,+44.6274362,-091.8348898
Perkins,46,+45.4833865,-102.4679947
Perkins,31,+40.8576462,-101.6274676
Perquimans,37,+36.1808969,-076.4032445
Perry,18,+38.0814361,-086.6265397
Perry,01,+32.6390053,-087.2938269
Perry,21,+37.2412822,-083.2177723
Perry,42,+40.3977795,-077.2663284
Perry,28,+31.1693073,-088.9887554
Perry,05,+34.9463629,-092.9268773
Perry,17,+38.0843809,-089.3685249
Perry,39,+39.7431874,-082.2379525
Perry,47,+35.6637521,-087.8693256
Perry,29,+37.7111296,-089.8021249
Pershing,32,+40.4396390,-118.4094765
Person,37,+36.3863559,-078.9656305
Petersburg,02,+57.1124581,-133.0085979
Petersburg,51,+37.2047302,-077.3923681
Petroleum,30,+47.1419168,-108.2265753
Pettis,29,+38.7273667,-093.2852073
Peñuelas,72,+18.0266179,-066.7281249
Phelps,31,+40.5163647,-099.4065568
Phelps,29,+37.8663263,-091.7903492
Philadelphia,42,+40.0093755,-075.1333459
Phillips,20,+39.7845058,-099.3421498
Phillips,08,+40.5947117,-102.3451047
Phillips,05,+34.4236874,-090.8555931
Phillips,30,+48.2501432,-107.9288973
Piatt,17,+40.0090327,-088.5923546
Pickaway,39,+39.6489470,-083.0528267
Pickens,13,+34.4567464,-084.4903508
Pickens,45,+34.8853677,-082.7233774
Pickens,01,+33.2968003,-088.0968644
Pickett,47,+36.5593638,-085.0757410
Pierce,55,+44.7253365,-092.4262793
Pierce,31,+42.2714129,-097.6109917
Pierce,13,+31.3539980,-082.2103703
Pierce,38,+48.2388827,-099.9664970
Pierce,53,+47.0514128,-122.1532402
Pike,39,+39.0713413,-083.0529107
Pike,29,+39.3399592,-091.1716071
Pike,01,+31.7986533,-085.9416076
Pike,13,+33.0811487,-084.3894621
Pike,28,+31.1775159,-090.3977254
Pike,17,+39.6251059,-090.8890344
Pike,21,+37.4860314,-082.4109120
Pike,18,+38.3979613,-087.2325472
Pike,05,+34.1581907,-093.6586589
Pike,42,+41.3259485,-075.0315143
Pima,04,+32.1280380,-111.7836574
Pinal,04,+32.9185207,-111.3663394
Pine,27,+46.1009402,-092.7630936
Pinellas,12,+27.9053425,-082.7980663
Pipestone,27,+44.0153614,-096.2570147
Piscataquis,23,+45.9156393,-069.1022311
Pitkin,08,+39.2175407,-106.9161621
Pitt,37,+35.5924897,-077.3727387
Pittsburg,40,+34.9255401,-095.7481302
Pittsylvania,51,+36.8217206,-079.3985019
Piute,49,+38.3358805,-112.1293755
Placer,06,+39.0620323,-120.7227181
Plaquemines,22,+29.2824470,-089.5760676
Platte,29,+39.3786900,-094.7614765
Platte,31,+41.5768655,-097.5134673
Platte,56,+42.1315927,-104.9539626
Pleasants,54,+39.3681331,-081.1611724
Plumas,06,+39.9922953,-120.8243709
Plymouth,19,+42.7375854,-096.2158638
Plymouth,25,+41.9871959,-070.7419417
Pocahontas,54,+38.3326060,-080.0101207
Pocahontas,19,+42.7340333,-094.6782789
Poinsett,05,+35.5688702,-090.6811037
Pointe Coupee,22,+30.7083190,-091.6046207
Polk,05,+34.4909604,-094.2308942
Polk,13,+33.9960153,-085.1883384
Polk,31,+41.1879253,-097.5706627
Polk,55,+45.4620407,-092.4470660
Polk,29,+37.6167611,-093.4008166
Polk,37,+35.2779011,-082.1676211
Polk,19,+41.6848158,-093.5689710
Polk,48,+30.7845525,-094.8373376
Polk,12,+27.9536855,-081.6934928
Polk,41,+44.9003723,-123.3986397
Polk,47,+35.1094371,-084.5411124
Polk,27,+47.7742536,-096.4000265
Ponce,72,+18.0017167,-066.6066625
Pondera,30,+48.2286037,-112.2207612
Pontotoc,40,+34.7214206,-096.6918036
Pontotoc,28,+34.2270808,-089.0372387
Pope,17,+37.4171687,-088.5423737
Pope,27,+45.5896228,-095.4467052
Pope,05,+35.4565570,-093.0268181
Poquoson,51,+37.1283599,-076.3035337
Portage,39,+41.1689703,-081.1969618
Portage,55,+44.4762457,-089.4980699
Porter,18,+41.5099144,-087.0713128
Portsmouth,51,+36.8593388,-076.3569725
Posey,18,+38.0276138,-087.8686526
Pottawatomie,20,+39.3821868,-096.3371126
Pottawatomie,40,+35.2113915,-096.9570036
Pottawattamie,19,+41.3401835,-095.5449053
Potter,48,+35.3986751,-101.8938040
Potter,46,+45.0527131,-099.9620034
Potter,42,+41.7485866,-077.8944358
Powder River,30,+45.4089262,-105.5553440
Powell,21,+37.8095667,-083.8312347
Powell,30,+46.8442254,-112.9310998
Power,16,+42.6941260,-112.8444070
Poweshiek,19,+41.6846421,-092.5229344
Powhatan,51,+37.5494041,-077.9128553
Prairie,05,+34.8311162,-091.5536205
Prairie,30,+46.8123882,-105.5039383
Pratt,20,+37.6475943,-098.7401199
Preble,39,+39.7388104,-084.6447584
Prentiss,28,+34.6205664,-088.5221836
Presidio,48,+30.0058912,-104.2616192
Presque Isle,26,+45.2523973,-083.4322825
Preston,54,+39.4690296,-079.6688649
Price,55,+45.6790725,-090.3596497
Prince Edward,51,+37.2248813,-078.4329574
Prince George,51,+37.1873255,-077.2209931
Prince George's,24,+38.8292778,-076.8481880
Prince William,51,+38.7011187,-077.4795791
Prince of Wales-Hyder,02,+55.6827733,-133.1623885
Providence,44,+41.8697678,-071.5786246
Prowers,08,+37.9581814,-102.3921613
Pueblo,08,+38.1627652,-104.4846683
Pulaski,18,+41.0452718,-086.6925383
Pulaski,29,+37.8248346,-092.2070224
Pulaski,13,+32.2388026,-083.4818454
Pulaski,51,+37.0633853,-080.7134439
Pulaski,21,+37.1074283,-084.5769692
Pulaski,17,+37.2156152,-089.1277549
Pulaski,05,+34.7703106,-092.3129960
Pushmataha,40,+34.3778990,-095.4080818
Putnam,54,+38.5105179,-081.9061090
Putnam,47,+36.1409404,-085.4961801
Putnam,17,+41.1989613,-089.2983474
Putnam,36,+41.4279067,-073.7438608
Putnam,12,+29.5938964,-081.7320389
Putnam,13,+33.3210605,-083.3717898
Putnam,39,+41.0245334,-084.1298791
Putnam,18,+39.6655479,-086.8533729
Putnam,29,+40.4786055,-093.0145314
Quay,35,+35.1070184,-103.5480713
Quebradillas,72,+18.4663570,-066.9276025
Queen Anne's,24,+39.0406929,-076.0824053
Queens,36,+40.6546581,-073.8412089
Quitman,13,+31.8629381,-085.0047978
Quitman,28,+34.2528327,-090.2901707
Rabun,13,+34.8839345,-083.4048701
Racine,55,+42.7803923,-087.7715988
Radford,51,+37.1201194,-080.5591473
Rains,48,+32.8704571,-095.7956130
Raleigh,54,+37.7624694,-081.2646719
Ralls,29,+39.5534554,-091.5247867
Ramsey,38,+48.2661631,-098.7390310
Ramsey,27,+45.0152037,-093.0999648
Randall,48,+34.9625290,-101.8955472
Randolph,37,+35.7099148,-079.8062153
Randolph,05,+36.3412985,-091.0284409
Randolph,29,+39.4392486,-092.4929595
Randolph,18,+40.1640793,-085.0057896
Randolph,17,+38.0565149,-089.8212096
Randolph,13,+31.7626510,-084.7523108
Randolph,54,+38.7810953,-079.8677881
Randolph,01,+33.2964614,-085.4640637
Rankin,28,+32.2671233,-089.9460630
Ransom,38,+46.4492764,-097.6475541
Rapides,22,+31.1932037,-092.5359531
Rappahannock,51,+38.6845215,-078.1688241
Ravalli,30,+46.0777441,-114.1057950
Rawlins,20,+39.7861975,-101.0767378
Ray,29,+39.3084005,-093.9957462
Reagan,48,+31.3751911,-101.5143954
Real,48,+29.8300967,-099.8125490
Red Lake,27,+47.8654866,-096.0871800
Red River,22,+32.1012125,-093.3490504
Red River,48,+33.6196255,-095.0484293
Red Willow,31,+40.1694196,-100.4685764
Redwood,27,+44.4035357,-095.2542415
Reeves,48,+31.3083660,-103.7127060
Refugio,48,+28.3221157,-097.1624723
Reno,20,+37.9481849,-098.0783463
Rensselaer,36,+42.7104206,-073.5138454
Renville,38,+48.7127815,-101.6581522
Renville,27,+44.7236969,-094.9556169
Republic,20,+39.8289061,-097.6508830
Reynolds,29,+37.3664637,-090.9722821
Rhea,47,+35.6005900,-084.9495484
Rice,27,+44.3507747,-093.2985130
Rice,20,+38.3471776,-098.2014154
Rich,49,+41.6275976,-111.2402269
Richardson,31,+40.1237427,-095.7186026
Richland,39,+40.7741590,-082.5427812
Richland,17,+38.7121872,-088.0854523
Richland,22,+32.4131580,-091.7483534
Richland,38,+46.2652192,-096.9379599
Richland,30,+47.7856330,-104.5634082
Richland,55,+43.3761994,-090.4356927
Richland,45,+34.0290952,-080.8980371
Richmond,37,+35.0046360,-079.7556946
Richmond,51,+37.5313990,-077.4760085
Richmond,36,+40.5612628,-074.1398995
Richmond,13,+33.3614863,-082.0749982
Richmond,51,+37.9428936,-076.7305609
Riley,20,+39.2912101,-096.7274879
Rincón,72,+18.3389797,-067.2507707
Ringgold,19,+40.7353342,-094.2442514
Rio Arriba,35,+36.5096687,-106.6939829
Rio Blanco,08,+39.9726223,-108.2007155
Rio Grande,08,+37.4858534,-106.4531280
Ripley,18,+39.1002257,-085.2604937
Ripley,29,+36.6501703,-090.8748340
Ritchie,54,+39.1771118,-081.0663167
Riverside,06,+33.7298275,-116.0022389
Roane,47,+35.8472504,-084.5239292
Roane,54,+38.7429497,-081.3544939
Roanoke,51,+37.2784580,-079.9581739
Roanoke,51,+37.3307920,-080.1912371
Roberts,46,+45.6233973,-096.9475513
Roberts,48,+35.8385960,-100.8366824
Robertson,21,+38.5134727,-084.0642300
Robertson,47,+36.5243849,-086.8725935
Robertson,48,+31.0254810,-096.5149408
Robeson,37,+34.6392096,-079.1008811
Rock,27,+43.6695866,-096.2632376
Rock,55,+42.6698802,-089.0752844
Rock,31,+42.3947490,-099.4208512
Rock Island,17,+41.4684205,-090.5721252
Rockbridge,51,+37.8145174,-079.4477537
Rockcastle,21,+37.3610502,-084.3143684
Rockdale,13,+33.6520811,-084.0263696
Rockingham,33,+42.9886636,-071.0990801
Rockingham,37,+36.3818062,-079.7827539
Rockingham,51,+38.5075848,-078.8853213
Rockland,36,+41.1546276,-074.0246616
Rockwall,48,+32.8998859,-096.4120504
Roger Mills,40,+35.7085544,-099.7415716
Rogers,40,+36.3777941,-095.6013835
Rolette,38,+48.7682715,-099.8404634
Rooks,20,+39.3460064,-099.3244921
Roosevelt,35,+34.0212068,-103.4830039
Roosevelt,30,+48.2827471,-104.9951698
Roscommon,26,+44.3395168,-084.6112715
Rose Island,60,-14.5365298,-168.1512918
Roseau,27,+48.7610683,-095.8215042
Rosebud,30,+46.1732061,-106.6667917
Ross,39,+39.3238949,-083.0595381
Rota,69,+14.1524934,+145.2129037
Routt,08,+40.4836638,-106.9877021
Rowan,37,+35.6413550,-080.5217214
Rowan,21,+38.2042659,-083.4280787
Runnels,48,+31.8451193,-099.9827145
Rush,20,+38.5235962,-099.3091835
Rush,18,+39.6223616,-085.4665291
Rusk,48,+32.1094232,-094.7563823
Rusk,55,+45.4727340,-091.1367448
Russell,51,+36.9334198,-082.0959342
Russell,20,+38.9160397,-098.7709489
Russell,01,+32.2898113,-085.1869798
Russell,21,+36.9905867,-085.0549503
Rutherford,47,+35.8433688,-086.4172127
Rutherford,37,+35.4027469,-081.9195825
Rutland,50,+43.6123987,-073.0603041
Río Grande,72,+18.3763694,-065.7984342
Sabana Grande,72,+18.0844832,-066.9476086
Sabine,48,+31.3432997,-093.8519129
Sabine,22,+31.5604024,-093.5595793
Sac,19,+42.3875259,-095.1052244
Sacramento,06,+38.4501363,-121.3443291
Sagadahoc,23,+43.9168446,-069.8442270
Saginaw,26,+43.3282667,-084.0554100
Saguache,08,+38.0316514,-106.2346662
Saipan,69,+15.1980954,+145.7771923
Salem,51,+37.2853329,-080.0552407
Salem,34,+39.5738282,-075.3573559
Salinas,72,+17.9714853,-066.2622515
Saline,31,+40.5168024,-097.1317550
Saline,29,+39.1358403,-093.2041639
Saline,20,+38.7918043,-097.6514783
Saline,17,+37.7515083,-088.5450236
Saline,05,+34.6485246,-092.6744630
Salt Lake,49,+40.6678828,-111.9242397
Saluda,45,+34.0052784,-081.7279033
Sampson,37,+34.9892978,-078.3712605
San Augustine,48,+31.3824492,-094.1631796
San Benito,06,+36.6116507,-121.0858108
San Bernardino,06,+34.8566615,-116.1815707
San Diego,06,+33.0236041,-116.7761174
San Francisco,06,+37.7272391,-123.0322294
San Germán,72,+18.1077999,-067.0372633
San Jacinto,48,+30.5743884,-095.1631363
San Joaquin,06,+37.9349815,-121.2722440
San Juan,08,+37.7810492,-107.6702567
San Juan,72,+18.4222485,-066.0690807
San Juan,35,+36.5116245,-108.3245778
San Juan,53,+48.5071904,-123.1037693
San Juan,49,+37.6026329,-109.7915741
San Lorenzo,72,+18.1471074,-065.9761674
San Luis Obispo,06,+35.3881891,-120.4488974
San Mateo,06,+37.4146725,-122.3715457
San Miguel,35,+35.4768585,-104.8035189
San Miguel,08,+38.0093190,-108.4272635
San Patricio,48,+28.0117944,-097.5171566
San Saba,48,+31.1551375,-098.8192922
San Sebastián,72,+18.3310643,-066.9690640
Sanborn,46,+44.0189419,-098.0917093
Sanders,30,+47.7564968,-115.1803062
Sandoval,35,+35.6850913,-106.8831191
Sandusky,39,+41.3553193,-083.1427763
Sangamon,17,+39.7568863,-089.6624350
Sanilac,26,+43.4491547,-082.6428148
Sanpete,49,+39.3734262,-111.5769332
Santa Barbara,06,+34.5366774,-120.0383645
Santa Clara,06,+37.2216142,-121.6895401
Santa Cruz,04,+31.5257330,-110.8452278
Santa Cruz,06,+37.0123466,-122.0077889
Santa Fe,35,+35.5145309,-105.9639718
Santa Isabel,72,+17.9529217,-066.3875885
Santa Rosa,12,+30.6753483,-087.0189188
Sarasota,12,+27.2253265,-082.4237137
Saratoga,36,+43.1061353,-073.8553872
Sargent,38,+46.1082035,-097.6300507
Sarpy,31,+41.1150635,-096.1091254
Sauk,55,+43.4280010,-089.9433184
Saunders,31,+41.2233904,-096.6420997
Sawyer,55,+45.8649993,-091.1470631
Schenectady,36,+42.8175516,-074.0435592
Schleicher,48,+30.8962331,-100.5272161
Schley,13,+32.2634439,-084.3227083
Schoharie,36,+42.5912940,-074.4381718
Schoolcraft,26,+46.0211217,-086.1970290
Schuyler,36,+42.4197755,-076.9386030
Schuyler,17,+40.1569048,-090.6134641
Schuyler,29,+40.4693611,-092.5190156
Schuylkill,42,+40.7036820,-076.2177878
Scioto,39,+38.8148886,-082.9986750
Scotland,37,+34.8400226,-079.4773366
Scotland,29,+40.4476855,-092.1428235
Scott,21,+38.2857099,-084.5783405
Scott,18,+38.6794309,-085.7518981
Scott,29,+37.0477927,-089.5680975
Scott,27,+44.6518111,-093.5337328
Scott,05,+34.8588693,-094.0636413
Scott,17,+39.6370016,-090.4777707
Scott,20,+38.4818768,-100.9063604
Scott,51,+36.7127756,-082.6136238
Scott,28,+32.4119595,-089.5334861
Scott,19,+41.6420791,-090.6222889
Scott,47,+36.4305924,-084.5040915
Scotts Bluff,31,+41.8505060,-103.7030213
